feature,rf_importance,et_importance,xgb_importance,mean_importance
IL_fp_1382,0.00018984700539679633,0.00015308065538440407,0.0018947105,0.0007458793766136155
IL_fp_147,0.0012622314371471808,0.0006021074258819538,0.00037165236,0.0007453304090981027
IL_fp_1157,0.00024871525013704134,0.00032717461430356994,0.001653463,0.0007431176206927669
Model_type__BeWo_b30,0.000403360371108585,0.0004700509268429869,0.0013420072,0.0007384728299344357
IL_fp_715,0.0006544809240995197,0.0010303815287182791,0.00052036,0.0007350741562053864
IL_fp_981,0.0007563409162242664,0.0008425922197214758,0.0006041027,0.0007343452716694589
IL_fp_836,0.00025565733513391694,2.4493833820290575e-05,0.0019198405,0.0007333305438200084
IL_fp_2000,0.0005185087324438633,0.000689585730773817,0.0009853204,0.0007311382959595735
IL_fp_207,0.0008947190769152519,0.0010406070344685385,0.0002544888,0.0007299383078149391
Cargo__siRNA,0.000540222690201705,0.00024036803736763676,0.001407739,0.0007294432451382876
IL_fp_398,0.0010672666845961754,0.0006227784025019845,0.00049721333,0.000729086139693551
Model_target__lung,0.0007523688121205018,0.0011899580895184067,0.00022889537,0.0007237407569525236
IL_fp_75,0.0002735945719058601,0.0003538190980815919,0.0015369053,0.0007214396566198707
IL_fp_280,0.000947698541860498,0.0004539860882818572,0.00075432356,0.0007186693950996479
IL_fp_1535,0.0001614865268688203,9.319827306432043e-05,0.0018929812,0.0007158886786007898
IL_fp_1830,0.0006384333943829278,0.0008518497169849543,0.00065608957,0.0007154575607356134
IL_fp_1883,0.0007228531480655488,0.000507085623720268,0.0009029336,0.0007109574547427467
IL_fp_1911,0.0007672511881952953,0.000842640267849199,0.00051885087,0.0007095807739394503
IL_fp_759,0.0002665941803764518,0.00012984448830778036,0.0017286892,0.0007083759501008748
IL_fp_1858,0.0009008278164012485,0.00028627991804242785,0.00093363324,0.0007069136595248122
IL_fp_378,0.0005355740962553583,0.0006194170841798993,0.00095862075,0.0007045373085527578
IL_fp_1991,0.0005352940649851957,0.0006157568254888621,0.0009602352,0.0007037620277933898
IL_fp_1386,0.0009393610704698311,0.0003380703834028493,0.00083350844,0.0007036466320095658
IL_fp_678,0.0007710606339738883,0.0004251172451949736,0.00091251393,0.0007028972707711239
IL_fp_348,0.0008185743932705812,0.0008029944521581734,0.00048391853,0.0007018291243452098
IL_fp_530,0.001125117693916493,0.00024193280053254665,0.000737991,0.0007016805012740858
IL_fp_535,0.0001551710219914057,0.00016716525316192205,0.0017821357,0.0007014906546177032
IL_fp_1415,0.0003402425063499299,0.00037362015281436405,0.0013837042,0.0006991889696371305
IL_fp_14,0.0009100643781567279,0.0008455235078623439,0.00034195068,0.0006991795229807565
IL_fp_729,0.000617900753289134,0.0008107892622862527,0.00066620123,0.0006982970822150832
IL_fp_609,4.079161536540941e-05,7.005673105748875e-05,0.0019792179,0.0006966887369986334
IL_fp_1130,0.0007340070436940599,0.00038665633669919883,0.0009682866,0.0006963166577907475
IL_fp_1356,0.0008286202859563608,0.0006050423276417442,0.0006509233,0.0006948619684283425
IL_fp_1290,0.0001787606839794221,0.0010179534579927234,0.0008821418,0.0006929519859787594
IL_fp_1564,0.0007450003373058859,0.00021053077249481815,0.0011164391,0.0006906567426169142
IL_fp_1950,0.0004869243169440935,0.0005608888304956934,0.0010239605,0.0006905912266867787
IL_fp_1267,0.0011249427222787428,0.0006487904888177767,0.00029589594,0.0006898763828979662
IL_fp_1421,0.00019999372028116876,0.00046541902460084064,0.0013854328,0.000683615176442531
IL_fp_1774,9.087603962647223e-05,0.001323017967127674,0.0006334412,0.000682445069854106
IL_fp_533,0.00032085039773108767,8.786761881604881e-05,0.0016296376,0.0006794518569450157
IL_fp_1147,0.0006915377676993049,0.0010871941811849387,0.00025640396,0.0006783786364682151
IL_fp_875,0.0007422861891491625,0.0010365640733406886,0.0002441525,0.0006743342539508925
IL_fp_117,0.0004354499284660916,1.7585499474427498e-05,0.0015611873,0.000671407584018221
IL_fp_1876,0.0008136534583616627,0.0005593774050085032,0.0006405867,0.0006712058601414713
IL_fp_588,0.00020963396846666177,0.0001489593369741574,0.0016518343,0.0006701425509087165
Aqueous_buffer__acetate,0.0002331327808010711,0.0005250290704584138,0.001229977,0.0006627129512089541
IL_fp_332,0.000643494598111406,0.0004513029891610914,0.0008923636,0.000662387064120661
IL_fp_481,0.00037318049625928077,0.00041637275531163754,0.0011974401,0.0006623311118802952
IL_fp_1770,0.0009772159376355116,0.000587950189022266,0.00041932426,0.0006614967968626995
IL_fp_1099,0.0007570912020718364,0.00042223013801599853,0.00080294226,0.0006607545335739965
IL_fp_1087,0.0008914659316460221,0.0007245540970140271,0.00036362023,0.0006598800865293709
IL_fp_831,0.0007848043150022715,0.0002602446366220851,0.00092823204,0.0006577603301612115
IL_fp_1850,8.608522094396398e-05,0.000827547981195126,0.0010571433,0.0006569255084208483
IL_fp_1479,0.00041136640750104835,0.00042107044555985215,0.0011310251,0.0006544873320095337
IL_fp_736,0.00089604672552882,0.0006603291019572342,0.00040656986,0.0006543152289882256
IL_fp_1567,0.0002621169544238793,0.00014596160982339166,0.0015522256,0.0006534347068239518
IL_fp_1485,0.0006228673709591772,0.0001519134967065257,0.0011756619,0.0006501475960785133
PEG_name__DSPE-PEG2000,0.0005679086824198907,0.0006934012173869903,0.0006796394,0.0006469831002403974
IL_fp_1171,0.000623136036649254,0.001032135171653847,0.0002776315,0.0006443009056517406
IL_fp_1658,0.0005503558045245652,0.000741404854868437,0.00063481665,0.0006421924364095197
IL_fp_1580,0.0006015720260643938,0.0007454018936891737,0.0005714682,0.0006394807081597005
IL_fp_1052,0.00032408051418451753,6.467311774615038e-05,0.0015219299,0.0006368944992112182
IL_fp_782,0.0003128571450105592,0.0002098476288423664,0.001385197,0.0006359672724239367
IL_fp_1004,0.0006879445099966384,0.0004919600362226418,0.00072738895,0.0006357644986061324
IL_fp_366,0.000863898551910619,0.0005979863344738987,0.00044086121,0.0006342487004227143
IL_fp_663,0.0005831107667842511,0.0004392911674944527,0.0008788717,0.0006337578812842393
IL_fp_541,0.0006291099543816744,0.0007392284194823619,0.00053024,0.0006328594611342886
IL_fp_955,0.0007125889924466978,0.0007175881560555685,0.00046791244,0.0006326965293306678
IL_fp_29,0.0009839062274038615,0.000769293133201602,0.00013508304,0.0006294274677187652
IL_fp_864,0.0009323904032048451,0.000285403427363992,0.00065347314,0.0006237556556832449
IL_fp_1218,0.00037027253625257056,0.0006162384515967331,0.00087799376,0.0006215015837579199
IL_fp_1261,0.0006765705820299463,0.00047765765162693604,0.00070904096,0.0006210897324044999
IL_fp_1177,0.00023068010697319374,0.00048497887283963483,0.0011410897,0.0006189162310045851
IL_fp_167,0.001237405197184541,0.00017540222150467605,0.0004373968,0.0006167347433368649
IL_fp_771,0.0009063396772027594,0.00044017147992439173,0.0004966695,0.0006143935516445767
IL_fp_1350,0.00034179566022893943,0.0005150199533648461,0.0009767707,0.000611195421396404
IL_fp_1618,0.0006808549669618414,0.00038548738546923526,0.000767064,0.000611135447400248
IL_fp_910,0.0006277481278320654,0.00038919599028583495,0.00081208505,0.0006096763908223516
IL_fp_1560,0.00025876712380051094,0.0010828371563469381,0.0004856897,0.000609097993188143
IL_fp_1516,0.00028658329359417076,0.00025134078191637205,0.0012861897,0.0006080379098070798
IL_fp_1125,0.00028443160710483697,0.0004064292616842642,0.001127844,0.0006062349488908531
IL_fp_1039,0.0008498225236110767,0.000107643101877639,0.0008513382,0.0006029346102940399
IL_fp_1751,0.00031495445486761086,0.0002696358109339852,0.0012193868,0.0006013256942525663
IL_fp_59,0.0010633427634316366,0.0004949879237865968,0.0002438195,0.0006007167268509912
IL_fp_680,0.0006904790469184736,0.0006803283231376939,0.00041916556,0.0005966576435996692
IL_fp_1034,0.0007605633313712713,0.0003409762246016404,0.0006843474,0.0005952956557082957
IL_fp_1927,0.0006529875870930062,0.0007844289994916925,0.0003479339,0.0005951168310602842
IL_fp_1174,0.00021937531380053266,0.0002756470690378845,0.0012873097,0.0005941106895201369
IL_fp_1655,0.0006696990423873012,0.00011220398964965969,0.000999097,0.0005936666819610002
IL_fp_858,0.0005440340135287175,0.0005427161839548312,0.00069086265,0.0005925376167764098
IL_fp_1632,0.0004393369514046175,8.135573278118718e-05,0.0012529494,0.0005912140128082043
IL_fp_890,0.0004125935483408958,0.00020290654135404513,0.001156168,0.0005905560105980714
IL_fp_1214,0.00076672114545343,0.0003311458561402384,0.00067184446,0.0005899038217963639
IL_fp_1321,0.0003788575531194609,0.00093117353119397,0.00045914119,0.0005897240898625929
IL_fp_1076,0.00042938768994271677,0.0007316196157918371,0.00060757535,0.0005895275512824287
IL_fp_1081,0.0005246940653439978,0.0009429730028734353,0.00029679047,0.0005881525137159102
IL_fp_1244,0.0006337616100613213,0.000259966643140374,0.0008668906,0.0005868729490330822
IL_fp_110,0.0003706400185740796,0.0006221981101745058,0.0007676978,0.0005868453139126465
IL_fp_2022,0.000548029787034151,0.0003970716291383788,0.0008104899,0.0005851970965247835
IL_fp_1456,0.0007982997100608476,0.00022427121427986952,0.0007327868,0.0005851192343889946
IL_fp_640,0.0006999878957851215,0.0004313766896267144,0.0006216437,0.000584336086502022
IL_fp_495,0.0007310982398717206,0.0006168259167910145,0.00040389184,0.000583938666026017
IL_fp_106,0.0008462226645817486,0.000192219961076718,0.00071160006,0.0005833475630090482
IL_fp_382,4.353448036801563e-05,1.372580999517774e-06,0.0017045032,0.0005831367537948163
IL_fp_1238,0.000872732667375207,0.00034481133045836476,0.0005281834,0.0005819091380990022
IL_fp_1337,0.0003863268559408932,0.0005209896536303932,0.00082973123,0.0005790159133984356
IL_fp_980,0.0007144038078740339,0.0005051165442672338,0.0005171397,0.0005788866763665301
IL_fp_1031,0.00032946357952422754,0.00020059424800402374,0.0012062539,0.0005787705718712453
IL_fp_1886,6.466530081738148e-05,8.754488389411048e-05,0.0015785926,0.0005769342545306603
IL_fp_1888,0.0003240109985731642,0.0004979232597439294,0.00090867514,0.0005768697987414534
IL_fp_995,0.0002582374284725716,0.00017422969304398863,0.0012940268,0.0005754979904359893
IL_fp_1737,0.00044752149943723076,0.00017670330238329918,0.0010988676,0.0005743641413415516
IL_fp_827,0.0008238707570899633,0.0003982759995318369,0.00049665256,0.0005729331053330178
IL_fp_355,0.00035226403617189943,0.0001349378555136411,0.001228261,0.0005718209774030629
IL_fp_308,5.738240869689281e-05,0.00013007951882323057,0.0015260997,0.0005711872245452097
IL_fp_661,0.00033623517357679107,0.00018523755453777905,0.0011904355,0.0005706360728951775
IL_fp_630,0.00042959192409928906,0.0003226709916628812,0.0009584881,0.0005702503352419879
IL_fp_476,0.0006189274181329111,0.0004527902181975143,0.00062657107,0.0005660962351121008
IL_fp_1992,0.0006618601168444405,0.0004612313788692811,0.00057480164,0.0005659643789214826
IL_fp_954,0.0001870364818753502,0.00020036814954253488,0.0013076229,0.0005650091700767128
IL_fp_245,0.0006063312149248383,0.0005255134063542315,0.000561699,0.0005645145338142842
IL_fp_975,0.000799044770192427,0.0006046478772739999,0.00028320696,0.0005622998686743249
IL_fp_89,0.0003685606483715831,0.0010279861300700483,0.00028806285,0.0005615365412661313
IL_fp_793,0.0005821796706098228,0.0006213528867429194,0.00047385477,0.0005591291098778813
IL_fp_1584,0.0007678128584580466,0.0005495044555975553,0.00035977233,0.0005590298800824964
IL_fp_1373,0.00022364469891726632,9.019939287637428e-05,0.0013625955,0.0005588131887137043
IL_fp_1970,0.00028158065419369636,0.0002633001830837311,0.0011289364,0.0005579390855136366
IL_fp_1623,0.0004072400402505566,0.00047248327842887565,0.000793449,0.0005577241057574087
IL_fp_1714,0.00019652170023351078,0.0002824613999460585,0.0011801501,0.0005530443935506
IL_fp_1017,0.0005103554165049303,0.00026016274611356474,0.0008834617,0.0005513266124312802
IL_fp_1610,0.0007344953706134626,0.0004372324009517277,0.00048222023,0.0005513160011178077
IL_fp_1082,0.0002506224158829436,6.314964115752695e-05,0.0013393959,0.0005510559789361019
IL_fp_882,0.0007336722644530363,0.0006247793241530388,0.0002944553,0.0005509689621986153
IL_fp_1277,0.0005485637754608066,0.0005040621403329932,0.00059510226,0.0005492427256933429
IL_fp_608,0.0001252379661685561,0.00027118738777385105,0.0012485882,0.0005483378524649783
IL_fp_841,0.0006038270270799963,0.00039146158348962,0.0006496339,0.0005483074953839945
IL_fp_278,0.0005173359021628509,0.0008098877392666236,0.00031321569,0.0005468131089131056
IL_fp_708,0.00019727322550430894,0.0007284918419023885,0.0007126311,0.000546132054357712
IL_fp_98,0.00022121519569614107,7.361862514025273e-05,0.0013432,0.0005460112680251893
IL_fp_873,0.0006939897534654079,0.000402022571385402,0.0005384694,0.0005448272444965284
IL_fp_1209,0.00021601051642044814,2.7112391359463212e-05,0.0013912068,0.0005447765531191558
IL_fp_1747,0.0005733402563439307,0.0006818619774182076,0.00037886534,0.0005446891916507957
IL_fp_342,0.0008152909572265835,0.0003581484108186293,0.0004605307,0.0005446566858323521
IL_fp_1604,0.00039071940167292364,0.00012634680418792488,0.0011143382,0.0005438014588659588
IL_fp_1574,0.0004887958973481581,0.00027875514482466967,0.0008586653,0.0005420721232381193
IL_fp_70,0.0004169394429449515,0.0007137488627387358,0.000493196,0.0005412947731776387
IL_fp_603,0.0004937093061853486,0.0007420621262722218,0.0003815535,0.0005391083066147083
IL_fp_1374,0.00038297914585046005,0.0003590341629435486,0.0008740395,0.0005386842643273232
IL_fp_15,0.0007633641801418366,0.000476010472100987,0.00037665374,0.0005386761311188884
IL_fp_696,0.0004073356623369018,0.0007973613230830837,0.0004096951,0.0005381306908069044
IL_fp_485,9.835697499312345e-05,0.00014380072809002536,0.0013709147,0.0005376908163863391
IL_fp_689,0.0004064472839438774,0.0006578188416167753,0.0005329682,0.0005324114427221655
IL_fp_1462,0.0007063752726711819,0.000557205590007288,0.00033132898,0.0005316366135806695
IL_fp_548,0.0003932055413870219,0.0005057871014933457,0.00069459615,0.0005311962644348997
IL_fp_1739,0.000425725145524028,7.310202177319083e-05,0.0010921397,0.0005303223050741072
IL_fp_945,0.0005541477769956934,0.0003281185794721567,0.0007081745,0.0005301469469280365
IL_fp_732,0.000577362686445612,0.00038545070404288895,0.0006147721,0.0005258618251963045
IL_fp_546,0.000503018794429314,0.000831802325839148,0.0002422487,0.0005256899405552639
IL_fp_298,0.00038939839428645673,0.00042199660495019373,0.00076409354,0.000525162845218194
IL_fp_1997,8.528264512343521e-05,7.334614290247046e-07,0.0014842357,0.0005234172850670345
IL_fp_1271,0.000470416691267041,0.0006392581454199417,0.00045780584,0.0005224935600041048
IL_fp_550,0.00024830618767350364,0.0002399458924689937,0.0010767145,0.0005216555216982959
IL_fp_136,0.00030463990633685344,0.0010157717790971869,0.00024389155,0.0005214344132843306
IL_fp_1219,0.00014087285323955112,9.64129552090465e-05,0.0013242475,0.0005205110869596749
IL_fp_1503,0.00040749786032177177,0.0004518159816189569,0.0006941777,0.0005178305124969178
IL_fp_564,0.00028379053475645105,0.0003051645849422234,0.00096283294,0.0005172626874345643
IL_fp_16,0.00019368661328973385,0.00036874725391860326,0.000982919,0.0005151176255369104
IL_fp_1960,0.0003652830623464638,0.0004461705513158917,0.00073288754,0.0005147803833165544
IL_fp_141,4.244654253471526e-05,4.1309377088469115e-06,0.0014974934,0.0005146902795241669
IL_fp_1879,8.236732160293755e-05,6.073178859174319e-05,0.0013978063,0.0005136351487888686
IL_fp_1780,0.0003014611342971393,0.00022729223706941163,0.0010083263,0.0005123598918372361
IL_fp_908,1.3287738265028087e-05,1.9471824803460384e-05,0.0015036281,0.0005121292198705802
IL_fp_1877,0.0004930472963954631,0.00035704530614866144,0.00067823054,0.0005094410484112288
IL_fp_676,0.0001269327433478173,3.98364479908409e-05,0.0013545477,0.0005071056248294115
IL_fp_1183,0.0004677092434690868,0.00027055547497439566,0.00078300736,0.0005070906925252177
IL_fp_997,0.0008821209705861705,0.000116798918278474,0.00052206824,0.0005069960416292774
IL_fp_848,0.000428873318892647,0.0004180694413048673,0.0006731894,0.0005067107234020014
IL_fp_1397,0.0003969454565794325,0.0003089959743133056,0.0008022643,0.0005027352489667443
IL_fp_1309,0.0004935545191773886,0.00030744687639874135,0.00070655445,0.0005025186147579486
IL_fp_785,0.0001347477329132553,7.538993480747395e-05,0.00129703,0.0005023892278564354
IL_fp_1075,0.00033310170177765973,0.00013646672203932405,0.0010328825,0.0005008169700956758
IL_fp_328,0.00028910832304659723,0.0007864575764953627,0.0004232039,0.0004995899304612182
IL_fp_1552,0.0004425349676536951,0.0007034104936403068,0.00034985095,0.0004985988026995035
IL_fp_951,0.0007136559155379892,0.0005451007349459726,0.00023634035,0.000498365665937395
IL_fp_817,0.00025413315637741745,0.00028302879086667017,0.00095727603,0.0004981459930282268
IL_fp_1924,0.0006406985901419932,0.00047104151635008894,0.00037709167,0.000496277257647602
IL_fp_1202,0.0004498366432304089,4.769967368908977e-05,0.0009902064,0.0004959142308792052
Mixing_method__microfluidics,0.00016141576397071713,0.00040023138485394155,0.0009217224,0.0004944565113085597
IL_fp_2009,0.00029062829144805186,0.00015936169792489462,0.001030222,0.0004934040121644264
IL_fp_701,0.00014057722057914433,2.1206396372422796e-05,0.0013161472,0.0004926435916246514
IL_fp_861,0.0004532813250527178,0.0005420959936691598,0.00048194997,0.0004924424307801631
IL_fp_1887,0.000473246444145004,0.0005560194417496434,0.00044722707,0.0004921643175034146
IL_fp_218,0.0002484463953603586,0.00032425255470840163,0.0009022694,0.0004916561116308332
IL_fp_1020,0.00026963019316192654,0.000318614961096843,0.00088053686,0.000489594003462845
IL_fp_996,0.0005171971689021848,0.00032298849249855216,0.0006197602,0.0004866486173343763
IL_fp_1742,0.00011416966022478063,1.3095702702908283e-05,0.0013322614,0.0004865089098991201
IL_fp_1001,0.0005123716456866439,0.0003451120572107709,0.0005973864,0.00048495669700184967
IL_fp_731,0.0004064211600546055,0.00014932326027739426,0.0008988911,0.00048487851631054776
IL_fp_1370,0.00017592984463464984,0.0007029798636100026,0.0005749497,0.0004846198098615808
IL_fp_174,0.0003083770932956722,0.0005139159646203829,0.0006287559,0.000483682983824773
IL_fp_227,0.0008241910471885766,0.0002761796667198604,0.00034580557,0.00048205876216237347
IL_fp_1619,0.0006870975428668573,0.0004102455138506007,0.0003407424,0.00047936182167180463
IL_fp_631,0.0004293313724178557,0.00017123707754999586,0.00083654263,0.0004790370276214349
IL_fp_775,0.0005761194525265978,0.0005584642449166833,0.00030163306,0.00047873891890775814
IL_fp_127,0.0001825758912459241,0.0005268039006990726,0.00072555244,0.00047831074387821095
IL_fp_1930,0.00036476261878758766,0.00048543435815427867,0.00057995314,0.0004767167041329187
PEG_name__DSG-PEG2000,0.00037443991755507577,0.0005213474055681391,0.000532615,0.00047613410721421187
IL_fp_32,0.0008473068357964591,0.00035516866302167033,0.00022491474,0.0004757967450939392
IL_fp_274,0.0002782573331792179,0.0009949191245923138,0.00014897078,0.0004740490790119591
IL_fp_1066,0.0005747599887959177,0.00021181423277288533,0.00063259515,0.00047305645867519913
IL_fp_786,0.0006689587736852696,0.0003995589644474493,0.0003504117,0.00047297647614621247
IL_fp_1357,4.705700609262453e-05,0.00018419035091726238,0.0011793266,0.00047019130516517136
IL_fp_517,0.0003987768089316627,0.000349343891655438,0.0006610854,0.0004697353728489799
IL_fp_612,0.0003561973806462581,0.0005421035584234685,0.00050643185,0.0004682442643113562
IL_fp_221,0.0004040388070508018,0.00035022825450285305,0.00064935384,0.0004678736333597891
IL_fp_1834,0.0004503015618401938,0.000755024532849239,0.00019482341,0.00046671650257633016
IL_fp_832,0.0003750071305847176,0.00029007256059716,0.00072584586,0.0004636418518967262
IL_fp_698,0.0001690847361213714,3.789541074499843e-05,0.0011775629,0.0004615143377421063
IL_fp_688,0.0004262031714201501,0.0004311262928202636,0.00052665157,0.0004613270098971962
IL_fp_1471,0.00013214326360560697,0.0001759390145326973,0.0010673596,0.00045848062021977527
IL_fp_780,8.22244179209721e-05,4.392701835406769e-05,0.0012431811,0.0004564441657582239
IL_fp_1634,0.0002201221505229852,0.00017389250077674625,0.00097109715,0.0004550372670619741
IL_fp_675,0.0003472130903757488,0.0005364537809743131,0.00048122148,0.0004549627823295037
IL_fp_1575,0.00032891915206063904,0.00022028693114342523,0.0008117003,0.0004536354616381935
IL_fp_352,0.00024542010353418436,1.3238706947926815e-05,0.0011010749,0.0004532445557293583
IL_fp_241,0.0002148639313222693,0.00013410143579095928,0.0010016047,0.0004501900278022475
IL_fp_691,0.0003449729714515741,0.0005336978064136404,0.00047123784,0.00044996954034097936
IL_fp_418,0.00029026160518223965,5.156323623575278e-05,0.0010060557,0.0004492935270420791
IL_fp_1182,0.00044645027051745716,0.0003931531555781403,0.0005054814,0.0004483616023549612
IL_fp_123,0.0005193189594895344,0.0004813449752300658,0.0003366222,0.0004457620476145423
IL_fp_912,0.00018555667559912764,2.6552928103051537e-05,0.0011246986,0.00044560271866839847
IL_fp_1472,0.00022998466472077495,0.0001527193567000771,0.0009499212,0.00044420840808890785
IL_fp_874,0.00031556452990095965,0.000155896943263141,0.0008601301,0.00044386386549750604
IL_fp_576,0.00040533827901358056,5.0414886264485556e-05,0.0008738364,0.0004431965209790332
IL_fp_1833,0.00031345774377723517,0.0006976729078994458,0.0003167596,0.00044263008407119294
IL_fp_895,0.0005305604189521288,0.0005023026385143223,0.0002934184,0.00044209381472823644
IL_fp_1592,1.21950780990673e-05,3.243089492962087e-06,0.0013059382,0.00044045880009404176
IL_fp_1492,0.00016868396714167573,0.00016920880310014868,0.0009828738,0.00044025553683311666
IL_fp_714,0.0006187323986117191,0.0004383263389392053,0.00025840983,0.00043848952105674487
IL_fp_1945,0.00019516780864259754,0.000333873505378155,0.0007850128,0.000438018033898125
IL_fp_1731,4.7804228658811874e-05,0.0001866182696977114,0.001078504,0.0004376421732120124
IL_fp_646,0.0006076865282396863,0.00047280304643951407,0.00022701039,0.0004358333205195855
IL_fp_1544,0.0004305118929689118,0.0003715226827556272,0.00050537067,0.0004358017485742559
IL_fp_387,0.00018790774852314477,0.0007089246357879357,0.00040411862,0.00043365033425777174
IL_fp_69,0.0005941271747100169,0.00043326633915649165,0.00027339766,0.0004335970572955888
IL_fp_834,0.00020546146744946045,0.00013846012420616778,0.00095635006,0.00043342388534213646
IL_fp_151,0.00048746017471843465,0.00046197786625938353,0.00034226355,0.00043056719669280866
IL_fp_1064,0.0003195569763435834,0.00018341709199518503,0.000786479,0.0004298176829277134
IL_fp_413,0.0005252646429878694,0.0005729360042652278,0.00019025074,0.0004294837942888715
IL_fp_494,0.0003946839331992594,8.021772522146007e-05,0.000812067,0.0004289895561316635
Dialysis_buffer__water,2.8453256639061673e-05,3.911173397839776e-05,0.0012167403,0.00042810177935415685
IL_fp_839,0.0002846691072868201,8.018306545172232e-05,0.0009194005,0.0004280842180819082
IL_fp_754,0.0003547292497432976,0.0003275685575755256,0.00059962296,0.0004273069221966322
IL_fp_810,0.00016779913251831682,4.647529329677754e-05,0.0010624095,0.00042556130414557084
IL_fp_1038,0.0003374764523069634,0.0006778798416659795,0.00026074745,0.0004253679130848459
IL_fp_1892,0.00047598720280672143,0.0001788055767655932,0.0006202957,0.0004250294935517035
IL_fp_1585,0.0002926099907177449,8.405329194319435e-05,0.0008954028,0.0004240220281165666
PEG_name__ALC-0159,0.0003546662496212171,0.00044762814445251987,0.00046770653,0.0004233336413209976
IL_fp_1508,4.481199996737949e-05,6.133023531211391e-06,0.0012183579,0.00042310098728012905
IL_fp_1704,0.00011543032674493556,3.449456177204712e-05,0.001117313,0.0004224126454626588
IL_fp_1224,0.00031392637486590217,7.200235879014793e-05,0.0008790649,0.00042166454481887863
IL_fp_496,0.0005242291910148481,0.0003903632712186558,0.00034767037,0.0004207542778816241
IL_fp_1420,0.0004550227188267903,0.00017935584338529646,0.0006253293,0.00041990262906256554
IL_fp_1316,0.0004902189984552719,0.0003630064675248155,0.00040537812,0.00041953452726972256
IL_fp_1518,0.00040332231764553126,0.00019716790267954588,0.0006541898,0.00041822666984238046
IL_fp_2019,0.00015116857278378183,6.025126337030704e-05,0.0010424587,0.00041795951019409815
IL_fp_966,0.0001787823691234995,0.00014684163839388947,0.00092782953,0.0004178178468004835
IL_fp_50,0.00042245161120725545,4.616131312199406e-05,0.0007829786,0.0004171971762923097
IL_fp_1262,0.00017965842301803466,0.00012529234448346985,0.00093985297,0.0004149345776771709
IL_fp_1824,0.00038482785367462965,0.0005578998424904611,0.00030078346,0.00041450371880879703
IL_fp_427,0.00010992027346212705,0.000511013641329764,0.0006209133,0.0004139490663856596
IL_fp_1490,0.00013694901631145965,4.20573712221344e-07,0.0011020757,0.0004131484230837969
IL_fp_1803,3.8980768000156203e-05,2.066425169079481e-05,0.0011796558,0.0004131002669022349
IL_fp_296,0.00014149397395478967,0.0006596442819432539,0.0004368319,0.0004126567206234187
IL_fp_2012,0.0002250352588615872,0.000292929959415307,0.00071686367,0.00041160962800221843
IL_fp_1638,0.00033318595565759115,0.00044041692038091184,0.00045810823,0.00041057036938742675
IL_fp_334,0.0003773153214607063,0.00026861015582091007,0.0005841982,0.0004100412324829752
IL_fp_501,0.0004464852461840384,0.0003022424201132877,0.0004810236,0.00040991708833083336
IL_fp_1405,0.0004655052406310956,0.0003864971920681355,0.0003768147,0.0004096057156997763
IL_fp_1944,0.00039309490678843945,0.0005752821871832687,0.00025877918,0.0004090520921011149
IL_fp_66,0.0005596260894988468,0.0003695195412233314,0.00029246294,0.0004072028559301241
IL_fp_1287,0.00035704189212213555,7.9610928605614e-05,0.00078265904,0.0004064372884056713
IL_fp_1084,0.0004651383972793413,0.0004726631801403471,0.00027774868,0.0004051834193644093
IL_fp_1718,0.00011644970476647711,5.445420848941402e-05,0.0010439679,0.000404957271972087
IL_fp_544,9.554991433788956e-05,0.00023683893387191514,0.0008759377,0.0004027755141426048
IL_fp_522,0.00034679678649518025,0.00030251344796617904,0.0005537441,0.0004010181076180214
IL_fp_1000,0.0003751096882992702,0.0002753009180615124,0.0005482643,0.0003995583030465906
IL_fp_1701,0.00029338621972862486,0.00047442172423929434,0.0004300875,0.00039929848156180337
IL_fp_1651,0.0002832743031912577,0.0002580217891979726,0.0006523684,0.00039788816855788374
IL_fp_1186,0.00019142926457212732,0.0003403798063037429,0.0006589449,0.00039691798677109246
IL_fp_1241,0.00042096540315404555,0.00034197821848366513,0.00042623424,0.00039639262083807384
IL_fp_1454,0.0005975830467440617,0.0002764445997917786,0.00031339232,0.00039580665433090815
IL_fp_77,0.0002474118019784611,0.0005140112792338621,0.00041761986,0.00039301431250653537
IL_fp_787,5.559817141122438e-05,6.133489619227285e-05,0.0010598982,0.000392277080967555
IL_fp_115,0.0003022944693604088,0.00039185289365852483,0.00047998445,0.0003913772698158833
IL_fp_419,0.0003558771786207441,0.0002664267301685912,0.0005511148,0.0003911395663103059
IL_fp_1481,0.00033889168132113473,0.0003984104876509149,0.00043578833,0.00039103016629852503
IL_fp_365,3.864784446201272e-05,9.791961817566373e-05,0.0010362632,0.00039094355001785807
Mixing_method__handmixed,0.00019607757651279398,0.00040352263397017276,0.000573129,0.0003909097320632278
IL_fp_1673,0.00026388810857515103,0.0002701880331266833,0.0006324496,0.00038884190626622804
IL_fp_362,4.4881225593614826e-05,9.562760765183015e-05,0.0010255345,0.00038868110033903145
IL_fp_2033,0.0001085000761934669,0.0008138691332605546,0.0002384026,0.0003869239368508878
IL_fp_584,0.0002131648520870215,0.00028666008728966426,0.00066085596,0.0003868936342457346
IL_fp_173,0.0005498945390740827,0.00039925071058885704,0.00021152275,0.00038688933468703814
IL_fp_654,0.00031495847127143946,0.0004548860436571173,0.00038992675,0.0003865904205496683
IL_fp_1711,0.0003133732229266029,0.00040564742557645995,0.00043670772,0.0003852427894769055
