feature,rf_importance,et_importance,xgb_importance,mean_importance
IL_fp_534,0.0002896382877086697,2.9564270456453785e-06,0.0020464445,0.0007796797226844535
IL_fp_1325,0.0009729768874662814,0.000615729417419523,0.00074562524,0.0007781105133420427
IL_fp_194,0.00046351885088375343,0.0006406440200198369,0.0012277095,0.0007772907785441409
IL_fp_1452,0.000230963388051388,0.000851439768375552,0.0012330312,0.000771811438254149
Model_type__BMDC,0.0007059521540001803,0.0012838620266020057,0.00032167716,0.0007704971129853453
IL_fp_36,0.000997583935768377,0.0010827199046368524,0.00022044593,0.0007669165903379259
IL_fp_1143,0.0012841456763653717,0.0006072591624786914,0.00040327932,0.0007648947203478621
IL_fp_1292,0.0006427936005136317,0.000477916674283062,0.0011717709,0.0007641603765499291
IL_fp_2038,0.000880023589841581,0.00011032179841302999,0.001298479,0.000762941475204656
IL_fp_2024,0.0006687563873693903,0.0010746757523860159,0.00054497254,0.0007628015609648055
IL_fp_214,0.0009034997453198588,0.0006007087155458057,0.00078401266,0.0007627403748364905
IL_fp_965,0.0008069736840515747,0.000422336304944106,0.0010542951,0.000761201698285106
IL_fp_1327,0.00016838172996267028,0.0001080576016142961,0.0020071098,0.0007611830477021611
IL_fp_1476,0.0003189625831733955,0.0002497309585477908,0.0016842321,0.0007509752303314479
IL_fp_1297,0.000303761104517918,0.0012872934366331525,0.0006596345,0.0007502296722491066
IL_fp_1522,0.00016666959955326545,2.9459069570009215e-05,0.0020504366,0.0007488550788794699
IL_fp_713,0.0006460219397858972,0.00045908186526950727,0.001134533,0.0007465455915001315
IL_fp_420,0.0008678448444853669,0.0005028336606702591,0.0008677626,0.0007461470360071073
